Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
49946018,03/07/2021 12:18:25 AM,03/07/2021 12:51:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,330 EAST   39 STREET,EAST   39 STREET,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,,NEW YORK,EAST   39 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 05:51:39 AM,06 MANHATTAN,1009440010,MANHATTAN,991909,211571,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74738677841604,-73.97235853623522,"(40.74738677841604, -73.97235853623522)"
49949735,03/07/2021 12:18:27 AM,03/07/2021 01:05:15 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1775 WATSON AVENUE,WATSON AVENUE,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,,BRONX,WATSON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:05:18 AM,09 BRONX,2037520002,BRONX,1021184,240844,ONLINE,Unspecified,BRONX,,,,,,,,40.82765941494331,-73.86654369730611,"(40.82765941494331, -73.86654369730611)"
49952070,03/07/2021 12:18:51 AM,03/07/2021 01:27:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417,105-23 90 STREET,90 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,,OZONE PARK,90 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 06:27:27 AM,10 QUEENS,4091570056,QUEENS,1026232,186955,ONLINE,Unspecified,QUEENS,,,,,,,,40.679725496524235,-73.84863988679582,"(40.679725496524235, -73.84863988679582)"
49945158,03/07/2021 12:19:16 AM,03/07/2021 12:58:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,81 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,SUYDAM STREET,HART STREET,SUYDAM STREET,HART STREET,,BROOKLYN,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:58:21 AM,04 BROOKLYN,3032230003,BROOKLYN,1006581,196591,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70624546373255,-73.91945676345259,"(40.70624546373255, -73.91945676345259)"
49947108,03/07/2021 12:19:27 AM,03/07/2021 12:39:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10022,214 EAST   51 STREET,EAST   51 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   51 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:39:47 AM,06 MANHATTAN,1013240042,MANHATTAN,992628,214785,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7562077426825,-73.96975964862594,"(40.7562077426825, -73.96975964862594)"
49949956,03/07/2021 12:19:31 AM,03/07/2021 12:30:10 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,,11230,AVENUE K,AVENUE K,AVENUE K,EAST   10 STREET,AVENUE K,EAST   10 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:30:12 AM,12 BROOKLYN,,BROOKLYN,993767,165986,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62226459607244,-73.9657173691254,"(40.62226459607244, -73.9657173691254)"
49950943,03/07/2021 12:19:53 AM,03/07/2021 12:56:06 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11361,47-20 BELL BOULEVARD,BELL BOULEVARD,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,,BAYSIDE,BELL BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:56:08 AM,11 QUEENS,4073300023,QUEENS,1048654,214990,ONLINE,Unspecified,QUEENS,,,,,,,,40.756539823188305,-73.76753263942949,"(40.756539823188305, -73.76753263942949)"
49945758,03/07/2021 12:20:11 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10011,459 WEST   24 STREET,WEST   24 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,,NEW YORK,WEST   24 STREET,,In Progress,,,,04 MANHATTAN,1007220006,MANHATTAN,983572,211733,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74783471847029,-74.0024469301652,"(40.74783471847029, -74.0024469301652)"
49947925,03/07/2021 12:20:17 AM,03/07/2021 12:59:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,619 WEST  176 STREET,WEST  176 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,,NEW YORK,WEST  176 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:59:21 AM,12 MANHATTAN,1021440013,MANHATTAN,1001766,247640,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.846372314601695,-73.93669038017153,"(40.846372314601695, -73.93669038017153)"
49950936,03/07/2021 12:20:19 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11357,154-61 20 AVENUE,20 AVENUE,CLINTONVILLE STREET,160 STREET,CLINTONVILLE STREET,160 STREET,,WHITESTONE,20 AVENUE,,In Progress,,,,07 QUEENS,4047340024,QUEENS,1037933,223751,MOBILE,Unspecified,QUEENS,,,,,,,,40.780658025578326,-73.80616015999264,"(40.780658025578326, -73.80616015999264)"
49952346,03/07/2021 12:20:35 AM,03/07/2021 12:40:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10040,655 WEST  190 STREET,WEST  190 STREET,WADSWORTH AVENUE,WADSWORTH TERRACE,WADSWORTH AVENUE,WADSWORTH TERRACE,,NEW YORK,WEST  190 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 05:40:06 AM,12 MANHATTAN,1021700332,MANHATTAN,1003314,250976,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85552543675843,-73.93108582388751,"(40.85552543675843, -73.93108582388751)"
49950239,03/07/2021 12:20:44 AM,03/07/2021 12:35:08 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11229,1730 EAST   18 STREET,EAST   18 STREET,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,,BROOKLYN,EAST   18 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:35:12 AM,15 BROOKLYN,3068000016,BROOKLYN,996694,160685,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60771082122425,-73.95518334927056,"(40.60771082122425, -73.95518334927056)"
49950067,03/07/2021 12:20:52 AM,03/07/2021 01:02:21 AM,NYPD,New York City Police Department,Urinating in Public,N/A,Street/Sidewalk,11377,65-25 ROOSEVELT AVENUE,ROOSEVELT AVENUE,39 AVENUE,67 STREET,39 AVENUE,67 STREET,,WOODSIDE,ROOSEVELT AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/07/2021 06:02:23 AM,02 QUEENS,4012237503,QUEENS,1012468,211135,PHONE,Unspecified,QUEENS,,,,,,,,40.7461483635811,-73.89816262068705,"(40.7461483635811, -73.89816262068705)"
49949846,03/07/2021 12:20:53 AM,03/07/2021 03:12:53 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,165 WEST  197 STREET,WEST  197 STREET,WEBB AVENUE,SEDGWICK AVENUE,WEBB AVENUE,SEDGWICK AVENUE,,BRONX,WEST  197 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/07/2021 08:12:57 AM,08 BRONX,2032500001,BRONX,1011397,257153,MOBILE,Unspecified,BRONX,,,,,,,,40.872458267974395,-73.90184170442664,"(40.872458267974395, -73.90184170442664)"
49948189,03/07/2021 12:21:13 AM,03/07/2021 12:47:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,475 HART STREET,HART STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,,BROOKLYN,HART STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 05:48:01 AM,04 BROOKLYN,3032140144,BROOKLYN,1003239,192600,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69529890896348,-73.93152190452825,"(40.69529890896348, -73.93152190452825)"
49952708,03/07/2021 12:21:18 AM,03/07/2021 01:32:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11368,100-10 34 AVENUE,34 AVENUE,100 STREET,101 STREET,100 STREET,101 STREET,,CORONA,34 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:32:24 AM,03 QUEENS,4017340005,QUEENS,1020842,214561,PHONE,Unspecified,QUEENS,,,,,,,,40.75552117148432,-73.8679226629943,"(40.75552117148432, -73.8679226629943)"
49951093,03/07/2021 12:21:25 AM,03/07/2021 12:46:02 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11201,257 DUFFIELD STREET,DUFFIELD STREET,WILLOUGHBY STREET,FULTON STREET,WILLOUGHBY STREET,FULTON STREET,,BROOKLYN,DUFFIELD STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 05:46:06 AM,02 BROOKLYN,3001460053,BROOKLYN,988575,190899,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69064937276429,-73.9844042823784,"(40.69064937276429, -73.9844042823784)"
49951343,03/07/2021 12:21:28 AM,03/07/2021 12:27:24 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10009,205 AVENUE A,AVENUE A,EAST   12 STREET,EAST   13 STREET,EAST   12 STREET,EAST   13 STREET,,NEW YORK,AVENUE A,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 05:27:27 AM,03 MANHATTAN,1004400033,MANHATTAN,989508,205055,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.729503727318004,-73.9810288795103,"(40.729503727318004, -73.9810288795103)"
49949982,03/07/2021 12:21:51 AM,,DCA,Department of Consumer Affairs,Consumer Complaint,Gas Station,Commercial Building,10314,2975 RICHMOND AVENUE,RICHMOND AVENUE,INDEPENDENCE AVENUE,FOREST HILL ROAD,INDEPENDENCE AVENUE,FOREST HILL ROAD,,STATEN ISLAND,RICHMOND AVENUE,,In Progress,,,,02 STATEN ISLAND,5023590300,STATEN ISLAND,937034,147917,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.57254822859344,-74.1699574318884,"(40.57254822859344, -74.1699574318884)"
49948537,03/07/2021 12:22:06 AM,03/07/2021 01:13:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2830 GRAND CONCOURSE,GRAND CONCOURSE,EAST  197 STREET,EAST  198 STREET,EAST  197 STREET,EAST  198 STREET,,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:14:02 AM,07 BRONX,2033040146,BRONX,1014275,256185,MOBILE,Unspecified,BRONX,,,,,,,,40.869792085571696,-73.89143976154585,"(40.869792085571696, -73.89143976154585)"
49951849,03/07/2021 12:22:10 AM,03/07/2021 01:16:28 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11205,262 TAAFFE PLACE,TAAFFE PLACE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,,BROOKLYN,TAAFFE PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 06:16:32 AM,03 BROOKLYN,3019240036,BROOKLYN,995470,191012,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.690953476470945,-73.95954109708934,"(40.690953476470945, -73.95954109708934)"
49949564,03/07/2021 12:22:17 AM,03/07/2021 01:27:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,1277 STERLING PLACE,STERLING PLACE,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,,BROOKLYN,STERLING PLACE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 06:27:59 AM,08 BROOKLYN,3013710101,BROOKLYN,1002020,184022,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67175679272049,-73.93594048026252,"(40.67175679272049, -73.93594048026252)"
49948151,03/07/2021 12:22:34 AM,03/07/2021 03:48:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10471,3950 BLACKSTONE AVENUE,BLACKSTONE AVENUE,WEST  239 STREET,DEAD END,WEST  239 STREET,DEAD END,,BRONX,BLACKSTONE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 08:48:46 AM,08 BRONX,2059090163,BRONX,1008756,263630,ONLINE,Unspecified,BRONX,,,,,,,,40.890243335396406,-73.9113673457916,"(40.890243335396406, -73.9113673457916)"
49945180,03/07/2021 12:22:50 AM,03/07/2021 01:12:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2830 GRAND CONCOURSE,GRAND CONCOURSE,EAST  197 STREET,EAST  198 STREET,EAST  197 STREET,EAST  198 STREET,,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:12:39 AM,07 BRONX,2033040146,BRONX,1014275,256185,MOBILE,Unspecified,BRONX,,,,,,,,40.869792085571696,-73.89143976154585,"(40.869792085571696, -73.89143976154585)"
49945553,03/07/2021 12:22:57 AM,03/07/2021 05:20:49 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10473,326 TAYLOR AVENUE,TAYLOR AVENUE,DEAD END,PATTERSON AVENUE,DEAD END,PATTERSON AVENUE,,BRONX,TAYLOR AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 10:20:55 AM,09 BRONX,2034700015,BRONX,1022798,235105,MOBILE,Unspecified,BRONX,,,,,,,,40.81190060070924,-73.86074468987589,"(40.81190060070924, -73.86074468987589)"
49948294,03/07/2021 12:23:01 AM,03/07/2021 12:57:27 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1936 GROVE STREET,GROVE STREET,ST JOHNS ROAD,FAIRVIEW AVENUE,ST JOHNS ROAD,FAIRVIEW AVENUE,,RIDGEWOOD,GROVE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:57:29 AM,05 QUEENS,4033920039,QUEENS,1010003,196819,PHONE,Unspecified,QUEENS,,,,,,,,40.70686197164818,-73.90711346331882,"(40.70686197164818, -73.90711346331882)"
49945349,03/07/2021 12:23:01 AM,03/07/2021 03:00:18 AM,MAYOR'S OFFICE OF SPECIAL ENFORCEMENT,Mayor's Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,10308,4060 HYLAN BOULEVARD,HYLAN BOULEVARD,MARYLOU CERQUA WAY,GOODALL STREET,MARYLOU CERQUA WAY,GOODALL STREET,,STATEN ISLAND,HYLAN BOULEVARD,,Closed,,Thank you for your report. It will be used to inform the Cityâs ongoing work to ensure that New Yorkâs phased reopening is happening in a safe manner.,03/07/2021 08:00:20 AM,03 STATEN ISLAND,5053060009,STATEN ISLAND,943287,136290,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.54066548396746,-74.1473789338805,"(40.54066548396746, -74.1473789338805)"
49948325,03/07/2021 12:23:08 AM,03/07/2021 01:26:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11367,69-41 KISSENA BOULEVARD,KISSENA BOULEVARD,MELBOURNE AVENUE,JEWEL AVENUE,MELBOURNE AVENUE,JEWEL AVENUE,,FLUSHING,KISSENA BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:26:09 AM,08 QUEENS,4067920030,QUEENS,1035537,205884,ONLINE,Unspecified,QUEENS,,,,,,,,40.731632001166844,-73.81494795581838,"(40.731632001166844, -73.81494795581838)"
49946433,03/07/2021 12:23:10 AM,03/07/2021 04:24:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,65 MT HOPE PLACE,MT HOPE PLACE,WALTON AVENUE,MORRIS AVENUE,WALTON AVENUE,MORRIS AVENUE,,BRONX,MT HOPE PLACE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 09:25:07 AM,05 BRONX,2028270060,BRONX,1009490,248586,PHONE,Unspecified,BRONX,,,,,,,,40.84895010401639,-73.90876930348901,"(40.84895010401639, -73.90876930348901)"
49945555,03/07/2021 12:23:12 AM,03/07/2021 02:40:21 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11366,73-30 199 STREET,199 STREET,73 AVENUE,75 AVENUE,73 AVENUE,75 AVENUE,,FRESH MEADOWS,199 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 07:40:23 AM,08 QUEENS,4071860018,QUEENS,1047049,207393,ONLINE,Unspecified,QUEENS,,,,,,,,40.73569957865972,-73.77339682459397,"(40.73569957865972, -73.77339682459397)"
49948295,03/07/2021 12:23:19 AM,03/07/2021 01:28:52 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11213,ST MARKS PLAYGROUND,ST MARKS PLAYGROUND,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,,BROOKLYN,ST MARKS PLAYGROUND,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:28:54 AM,08 BROOKLYN,3200709999,BROOKLYN,1000839,185091,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.674693248781885,-73.94019526449351,"(40.674693248781885, -73.94019526449351)"
49952607,03/07/2021 12:23:24 AM,03/07/2021 02:25:01 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,176 2 AVENUE,2 AVENUE,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 07:25:03 AM,03 MANHATTAN,1004530002,MANHATTAN,988059,205428,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.730528263719364,-73.9862567309466,"(40.730528263719364, -73.9862567309466)"
49951232,03/07/2021 12:23:53 AM,03/07/2021 01:09:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2830 GRAND CONCOURSE,GRAND CONCOURSE,EAST  197 STREET,EAST  198 STREET,EAST  197 STREET,EAST  198 STREET,,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:10:02 AM,07 BRONX,2033040146,BRONX,1014275,256185,MOBILE,Unspecified,BRONX,,,,,,,,40.869792085571696,-73.89143976154585,"(40.869792085571696, -73.89143976154585)"
49948877,03/07/2021 12:24:05 AM,03/07/2021 12:41:10 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,533 3 AVENUE,3 AVENUE,13 STREET,14 STREET,13 STREET,14 STREET,,BROOKLYN,3 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:41:12 AM,06 BROOKLYN,3010330006,BROOKLYN,986152,182974,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6688978971031,-73.99314372687822,"(40.6688978971031, -73.99314372687822)"
49951206,03/07/2021 12:24:10 AM,03/07/2021 01:28:32 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2760 DECATUR AVENUE,DECATUR AVENUE,EAST  197 STREET,EAST  198 STREET,EAST  197 STREET,EAST  198 STREET,,BRONX,DECATUR AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:28:34 AM,07 BRONX,2032780059,BRONX,1015410,254846,ONLINE,Unspecified,BRONX,,,,,,,,40.86611300773252,-73.88734221654144,"(40.86611300773252, -73.88734221654144)"
49952731,03/07/2021 12:24:26 AM,03/07/2021 12:42:28 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,88 ALLEN STREET,ALLEN STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,,NEW YORK,ALLEN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:42:32 AM,03 MANHATTAN,1004130041,MANHATTAN,986762,200898,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71809497567352,-73.99093813295305,"(40.71809497567352, -73.99093813295305)"
49950281,03/07/2021 12:24:45 AM,03/07/2021 01:02:54 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11207,2725 ATLANTIC AVENUE,ATLANTIC AVENUE,WYONA STREET,BRADFORD STREET,WYONA STREET,BRADFORD STREET,,BROOKLYN,ATLANTIC AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 06:02:58 AM,05 BROOKLYN,3036730041,BROOKLYN,1013744,185604,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.676067727938076,-73.89366944856839,"(40.676067727938076, -73.89366944856839)"
49945919,03/07/2021 12:24:46 AM,03/07/2021 02:21:45 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11365,69 AVENUE,69 AVENUE,69 AVENUE,199 STREET,69 AVENUE,199 STREET,,,,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 07:21:47 AM,08 QUEENS,,QUEENS,1046761,208198,ONLINE,Unspecified,QUEENS,,,,,,,,40.737911137546114,-73.77442855580749,"(40.737911137546114, -73.77442855580749)"
49947907,03/07/2021 12:24:49 AM,03/07/2021 01:05:11 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,74 ARLINGTON AVENUE,ARLINGTON AVENUE,VAN SICLEN AVENUE,HENDRIX STREET,VAN SICLEN AVENUE,HENDRIX STREET,,BROOKLYN,ARLINGTON AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 06:05:14 AM,05 BROOKLYN,3039330016,BROOKLYN,1014211,186947,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.679752388235904,-73.89197987058503,"(40.679752388235904, -73.89197987058503)"
49952734,03/07/2021 12:25:17 AM,03/07/2021 01:02:11 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,199 PRINCE STREET,PRINCE STREET,SULLIVAN STREET,MAC DOUGAL STREET,SULLIVAN STREET,MAC DOUGAL STREET,,NEW YORK,PRINCE STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 06:02:14 AM,02 MANHATTAN,1005187502,MANHATTAN,983486,204036,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72670835063373,-74.00275643361864,"(40.72670835063373, -74.00275643361864)"
49944885,03/07/2021 12:25:28 AM,03/07/2021 12:38:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10475,3475 BIVONA STREET,BIVONA STREET,REEDS MILL LANE,BOSTON ROAD,REEDS MILL LANE,BOSTON ROAD,,BRONX,BIVONA STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:38:57 AM,12 BRONX,2052630040,BRONX,1030297,261311,MOBILE,Unspecified,BRONX,,,,,,,,40.8837923061707,-73.83347451370204,"(40.8837923061707, -73.83347451370204)"
49946056,03/07/2021 12:25:39 AM,03/07/2021 12:34:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10024,440 WEST END AVENUE,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,WEST   81 STREET,WEST   82 STREET,,NEW YORK,WEST END AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:34:42 AM,07 MANHATTAN,1012290001,MANHATTAN,989764,225566,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78580102507115,-73.98008839715239,"(40.78580102507115, -73.98008839715239)"
49952826,03/07/2021 12:25:49 AM,03/07/2021 04:27:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,1855 MONROE AVENUE,MONROE AVENUE,EAST  176 STREET,MT HOPE PLACE,EAST  176 STREET,MT HOPE PLACE,,BRONX,MONROE AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 09:28:00 AM,05 BRONX,2028010018,BRONX,1010233,248353,ONLINE,Unspecified,BRONX,,,,,,,,40.84830843300493,-73.9060846138547,"(40.84830843300493, -73.9060846138547)"
49952342,03/07/2021 12:26:25 AM,03/07/2021 01:31:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,10453,130 WEST  183 STREET,WEST  183 STREET,LORING PLACE NORTH,SEDGWICK AVENUE,LORING PLACE NORTH,SEDGWICK AVENUE,,BRONX,WEST  183 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:31:42 AM,07 BRONX,2032230030,BRONX,1009101,252654,PHONE,Unspecified,BRONX,,,,,,,,40.860116649078726,-73.91016027372113,"(40.860116649078726, -73.91016027372113)"
49950749,03/07/2021 12:26:43 AM,03/07/2021 12:35:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11228,920 72 STREET,72 STREET,FT HAMILTON PARKWAY,10 AVENUE,FT HAMILTON PARKWAY,10 AVENUE,,BROOKLYN,72 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:35:53 AM,10 BROOKLYN,3059130012,BROOKLYN,980449,167666,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.626880140381665,-74.013693105885,"(40.626880140381665, -74.013693105885)"
49950944,03/07/2021 12:26:46 AM,03/07/2021 02:25:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,335 EAST   13 STREET,EAST   13 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST   13 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 07:25:52 AM,03 MANHATTAN,1004550048,MANHATTAN,988544,205699,PHONE,Unspecified,MANHATTAN,,,,,,,,40.731271870174375,-73.98450662748084,"(40.731271870174375, -73.98450662748084)"
